Mã_tin,Tiêu_đề,Đường,Quận,Thành_phố,Diện_tích,Giá,Pháp_lý,Số_phòng_ngủ,Số_phòng_toilet,Ngày_đăng,Mô_tả,chi_tiet_link
120215,GẦN NGÃ TƯ BỐN XÃ - HẺM XE HƠI - SÁT MẶT TIỀN LÊ VĂN QUỚI - NHÀ ĐƯỜNG SỐ 14 - 46M2 - 2 TẦNG 2PN,ĐƯỜNG SỐ 14,Bình Tân,Hồ Chí Minh,46 m²,4 tỷ 300 triệu,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,23/09/2024,👉 Kết cấu 2 tầng 1 trệt 1 lầu gồm 2PN 2VS ban công thoáng mát. Nhà đẹp vô ở ngay. Hiện trạng xây dựng mới và hoàn công 2 tầng đầy đủ.,https://batdongsan.vn/gan-nga-tu-bon-xa-hem-xe-hoi-sat-mat-tien-le-van-quoi-nha-duong-so-14-46m2-2-tang-2pn-r120215
120216,Bán nhà Long Bình Q.9 - Hẻm ba gác - 8.5x13 - SHR - 2 Tầng - 2 Tỷ 44,Long Sơn,Quận 9,Hồ Chí Minh,64 m²,2 tỷ 440 triệu,Sổ đỏ/ Sổ hồng,2 phòng,1 phòng,23/09/2024,LONG BÌNH QUẬN 9 - SỔ HỒNG RIÊNG - KHÔNG QUY HOẠCH - TIỆN ÍCH - 64M2 - NGANG 8.5M - NHỈNH 2 TỶ - GẤP BÁN,https://batdongsan.vn/ban-nha-long-binh-q9-hem-ba-gac-85x13-shr-2-tang-2-ty-44-r120216
120217,BÁN NHÀ 80M2 - 2 TẦNG - ĐƯỜNG 10M - HƯƠNG LỘ 2 - BÌNH TÂN - GIÁ 6 TỶ,Hương lộ 2,Bình Tân,Hồ Chí Minh,80 m²,6 tỷ,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,23/09/2024,Mô tả :,https://batdongsan.vn/ban-nha-80m2-2-tang-duong-10m-huong-lo-2-binh-tan-gia-6-ty-r120217
120219,"Sát mặt tiền Xóm Chiếu Q4Đúc 4 tấm Hơn 2 tỷ hẻm thông",XÓM CHIẾU,Quận 4,Hồ Chí Minh,76 m²,2 tỷ 850 triệu,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,23/09/2024,Sát mặt tiền Xóm Chiếu Q4,https://batdongsan.vn/sat-mat-tien-xom-chieu-q4-duc-4-tam-hon-2-ty-hem-thong-r120219
120220,Bán nhà riêng-KD VIP mặt  ngõ 35 Cát Linh-Đống Đa-DT 64m x MT rộng 5m x 5 tầng- 20.5 tỷ TL,Cát Linh,Đống Đa,Hà Nội,64 m²,20 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,8 phòng,5 phòng,23/09/2024,Bán nhà riêng-KD VIP mặt  ngõ 35 Cát Linh-Đống Đa-DT 64m x MT rộng 5m x 5 tầng- 20.5 tỷ TL,https://batdongsan.vn/ban-nha-rieng-kd-vip-mat-ngo-35-cat-linh-dong-da-dt-64m-x-mt-rong-5m-x-5-tang-205-ty-tl-r120220
120221,"Minh Khai, Hai Bà Trưng, 48m², 5 tầng, mt 5.7m, giá 7.5 tỷ, Full Nội Thất",Minh Khai,Hai Bà Trưng,Hà Nội,48 m²,7 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,5 phòng,6 phòng,23/09/2024,"Minh Khai, Hai Bà Trưng, 48m², 5 tầng, mt 5.7m, giá 7.5 tỷ, Full Nội Thất",https://batdongsan.vn/minh-khai-hai-ba-trung-48m2-5-tang-mt-57m-gia-75-ty-full-noi-that-r120221
120222,"BÁN NHÀ NGUYỄN THỊ THẬP, CHỢ TÂN MỸ,Q7, 81M2, 2MT, 3PN-CHỈ 6,9TỶ TL",NGUYỄN THỊ THẬP,Quận 7,Hồ Chí Minh,81 m²,6 tỷ,Sổ đỏ/ Sổ hồng,3 phòng,,23/09/2024,-----🍀🍀🍀------,https://batdongsan.vn/ban-nha-nguyen-thi-thap-cho-tan-myq7-81m2-2mt-3pn-chi-69ty-tl-r120222
120225,NHÀ NGAY BỆNH VIỆN HÒA HẢO - QUẬN 10 - 2 TẦNG - 17M2 - AN NINH  NHỈNH 3 TỶ,HÒA HẢO,Quận 10,Hồ Chí Minh,17 m²,3 tỷ 200 triệu,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,23/09/2024,Mô tả :,https://batdongsan.vn/nha-ngay-benh-vien-hoa-hao-quan-10-2-tang-17m2-an-ninh-nhinh-3-ty-r120225
120228,"Biệt thự mini 160m2 mặt tiền nhựa lớn Vị trí VIP kinh doanh Tân phước khánh, đại hạ giá chỉ còn",Tân Phước khánh,Tân Uyên,Bình Dương,160 m²,6 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,2 phòng,3 phòng,23/09/2024,Bán Nhà Mái Nhật Mặt tiền đường nhựa kinh doanh buôn bán Víp Luôn,https://batdongsan.vn/biet-thu-mini-160m2-mat-tien-nhua-lon-vi-tri-vip-kinh-doanh-tan-phuoc-khanh-dai-ha-gia-chi-con-r120228
120229,"Bán nhà khu vực Kiến Hưng - Hà Đông, mặt tiền 4m, diện tích 50m2",Mộ Lương,Hà Đông,Hà Nội,50 m²,13 tỷ 200 triệu,Sổ đỏ/ Sổ hồng,5 phòng,3 phòng,23/09/2024,KINH DOANH - OTO TRÁNH VỈA HÈ,https://batdongsan.vn/ban-nha-khu-vuc-kien-hung-ha-dong-mat-tien-4m-dien-tich-50m2-r120229
120230,NHÀ 2 TẦNG NGAY BỆNH VIỆN HÒA HẢO - QUẬN 10  - 17M2 - AN NINH  CHỈ 3.2 TỶ.,Hòa Hảo,Quận 10,Hồ Chí Minh,17 m²,3 tỷ 200 triệu,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,23/09/2024,Mô tả :,https://batdongsan.vn/nha-2-tang-ngay-benh-vien-hoa-hao-quan-10-17m2-an-ninh-chi-32-ty-r120230
120231,Cần bán nhà PHố Yên Hòa Ô tô tránh thanh máy chờ an sinh tuyệt đỉnh 65m x4 tầng 11 tỉ4,Yên Hòa,Cầu Giấy,Hà Nội,65 m²,11 tỷ 400 triệu,Sổ đỏ/ Sổ hồng,,,23/09/2024,Cần bán nhà PHỐ Yên Hòa ô tô tránh trung tâm Cầu Giấy có ô Thang máy chờ,https://batdongsan.vn/can-ban-nha-pho-yen-hoa-o-to-tranh-thanh-may-cho-an-sinh-tuyet-dinh-65m-x4-tang-11-ti4-r120231
120232,Chính chủ cần bán nhanh nhà mặt tiền  xã Vĩnh Thạnh Thành Phố Nha Trang,19/5,Nha Trang,Khánh Hòa,180 m²,18 tỷ,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,23/09/2024,Chính chủ cần bán nhanh nhà mặt tiền  xã Vĩnh Thạnh Thành Phố Nha Trang,https://batdongsan.vn/chinh-chu-can-ban-nhanh-nha-mat-tien-xa-vinh-thanh-thanh-pho-nha-trang-r120232
120233,BÁN NHÀ BÌNH THẠNH - XE HƠI NGỦ TRONG NHÀ - 4 TẦNG BTCT - GẦN 40M2 - KHÔNG LỘ GIỚI QH - CHỈ 6.35 TỶ,Trần Bình Trọng,Bình Thạnh,Hồ Chí Minh,40 m²,6 tỷ 350 triệu,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,23/09/2024,"TRẦN BÌNH TRỌNG, P5, BÌNH THẠNH - XE HƠI NGỦ NHÀ - 4 TẦNG BTCT - gần 40m (7x5.5) VUÔNG - KHÔNG LG QH - CHỈ 6.35 tỷ.",https://batdongsan.vn/ban-nha-binh-thanh-xe-hoi-ngu-trong-nha-4-tang-btct-gan-40m2-khong-lo-gioi-qh-chi-635-ty-r120233
120234,"Bán nhà Vân Trì, Đông Anh 98m 3T Ngõ thông ô tô tránh kinh doanh sầm uất giá chỉ 6.xx tỷ.",Vân Trì,Đông Anh,Hà Nội,98 m²,6 tỷ 880 triệu,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,23/09/2024,"Bán nhà Vân Trì, Đông Anh 98m 3T Ngõ thông ô tô tránh kinh doanh sầm uất giá chỉ 6.xx tỷ.",https://batdongsan.vn/ban-nha-van-tri-dong-anh-98m-3t-ngo-thong-o-to-tranh-kinh-doanh-sam-uat-gia-chi-6xx-ty-r120234
120235,"Bán đất vĩnh ngọc 89m Mt4.5m ngõ thông ô tô tránh, khu vực hiếm 5p sang phố giá 8.x tỷ",Cao tốc Nhật Tân Nội Bài,Đông Anh,Hà Nội,89 m²,8 tỷ 900 triệu,Sổ đỏ/ Sổ hồng,,,23/09/2024,"Bán đất vĩnh ngọc 89m Mt4.5m ngõ thông ô tô tránh, khu vực hiếm 5p sang phố giá 8.x tỷ",https://batdongsan.vn/ban-dat-vinh-ngoc-89m-mt45m-ngo-thong-o-to-tranh-khu-vuc-hiem-5p-sang-pho-gia-8x-ty-r120235
120236,N27 - Nhà bán Hẻm Xe Hơi  - Hai Bà Trưng Tân Đinh  40m2 - 3 tầng ( 5 x 8 ) 5PN Giá 8.1 Tỷ,Hai Bà Trưng,Quận 1,Hồ Chí Minh,40 m²,8 tỷ 100 triệu,Sổ đỏ/ Sổ hồng,2 phòng,3 phòng,23/09/2024,N27 - Nhà bán HXH - Hai Bà Trưng 40m2 - 3 tầng ( 5 x 8 ) 5PN Giá 8.1 Tỷ,https://batdongsan.vn/n27-nha-ban-hem-xe-hoi-hai-ba-trung-tan-dinh-40m2-3-tang-5-x-8-5pn-gia-81-ty-r120236
120237,"Bán nhà phố TÔN THẤT TÙNG - Lô góc, ô tô, ngõ thông, Kinh doanh, DTSD 40m2 x 5T nhỉnh 7 tỷ",Tôn Thất Tùng,Đống Đa,Hà Nội,40 m²,6 tỷ 880 triệu,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,23/09/2024,"Bán nhà phố TÔN THẤT TÙNG - Lô góc, ô tô, ngõ thông, Kinh doanh, DTSD 40m2 x 5T nhỉnh 7 tỷ LH0372.810.533🌟 Thông tin cơ bản:Diện tích sử dụng 40m² x 5 tầng x mặt tiền: 5m NHỈNH 7 tỷKhu vực: Khương Thượng, Đống Đa🏠 Mô tả chi tiết:Vị trí siêu hiếm: Chỉ cách mặt phố 6m, ngõ thông 2 đầu, ô tô Kia vào đến tận cửa.Thiết kế hiện đại: 5 tầng, mỗi tầng 1 phòng, có sân phơi.Kinh doanh: Ngõ thông, thuận lợi để ở và kinh doanh.Sổ đỏ chính chủ, sẵn sàng giao dịch.📞 Liên hệ: 0372810533 Nguyễn Thị Hằng để được tư vấn và gặp trực tiếp chủ nhà",https://batdongsan.vn/ban-nha-pho-ton-that-tung-lo-goc-o-to-ngo-thong-kinh-doanh-dtsd-40m2-x-5t-nhinh-7-ty-r120237
120238,"QUẬN 10, NGUYỄN GIẢN THANH - HẺM 2 XE HƠI - KHU AN NINH, YÊN TĨNH - CĂN GÓC THÔNG THOÁNG - 5x15",Nguyễn Giản Thanh,Quận 10,Hồ Chí Minh,75 m²,13 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,5 phòng,3 phòng,23/09/2024,"+ Khu phân lô, ô tô ngủ trong nhà, thông số vàng, sổ vuông vức, không lỗi phong thủy, không lộ giới, diện tích công nhận đủ. Khu chợ thuốc, gần đường Đồng Nai, Trường Sơn.",https://batdongsan.vn/quan-10-nguyen-gian-thanh-hem-2-xe-hoi-khu-an-ninh-yen-tinh-can-goc-thong-thoang-5x15-r120238
120239,"Bán nhà Đại Từ - Hoàng Mai DT 33m² x 5 tầng, chỉ hơn 5 tỷ",Đại Từ,Hoàng Mai,Hà Nội,33 m²,5 tỷ 680 triệu,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,23/09/2024,"Bán nhà Đại Từ - Hoàng Mai DT 33m² x 5 tầng, chỉ hơn 5 tỷ🏡 Thông tin chi tiết:Diện tích sử dụng 33m² x 5 tầng, Mặt tiền: 4.8m, Giá:hơn 5 tỷKhu vực: Đại Từ, Hoàng Mai🌟 Ưu điểm:Vị trí thuận lợi: Cách ô tô 100m, ngõ rộng, xe SH quay đầu thoải mái.Chủ tặng toàn bộ nội thất xịn: Nhà mới, đã trang bị đầy đủ nội thất cao cấp, chỉ việc về ởThiết kế:Tầng 1: Để xe, bếp, phòng kháchTầng 2: Phòng ngủ + vệ sinhTầng 3,4: Phòng ngủ + vệ sinhTầng 5: Phòng thờ, sân phơiCầu thang, cửa: Gỗ quý tự nhiên, chắc chắn, sang trọng.📕 Sổ đỏ vuông đẹp như A4, sẵn sàng giao dịch.☎️ Liên hệ: 086.6944489 Zalo/Call Nguyễn Anh Hùng.để được tư vấn và gặp trực tiếp chủ nhà",https://batdongsan.vn/ban-nha-dai-tu-hoang-mai-dt-33m2-x-5-tang-chi-hon-5-ty-r120239
120240,"QUẬN 7, TRẦN TRỌNG CUNG – KHU CÁN BỘ, AN NINH VÀ YÊN TĨNH KHU ĐỒNG BỘ - NHÀ MỚI 5 TẦNG NGANG 4X24",Trần Trọng Cung,Quận 7,Hồ Chí Minh,98 m²,14 tỷ 300 triệu,Sổ đỏ/ Sổ hồng,5 phòng,6 phòng,23/09/2024,"- Nhà 5 tầng, sân thượng trước sau, 5PN, phòng thờ, 6WC. Khu phân lô xây dựng đồng bộ. Có khu vực sẵn nếu muốn lắp thang máy.",https://batdongsan.vn/quan-7-tran-trong-cung-khu-can-bo-an-ninh-va-yen-tinh-khu-dong-bo-nha-moi-5-tang-ngang-4x24-r120240
120243,NHÀ TRƯƠNG ĐỊNH 40m X 4 TẦNG -MT 4M - Ô TÔ ĐỖ CỬA -NGÕ THÔNG-LÔ GÓC- DÂN XÂY CHẮC CHẮN  CHỈ 7.x t.ỷ,Trương Định,Hoàng Mai,Hà Nội,40 m²,7 tỷ 777 triệu,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,23/09/2024,NHÀ TRƯƠNG ĐỊNH 40m X 4 TẦNG -MT 4M - Ô TÔ ĐỖ CỬA -NGÕ THÔNG-LÔ GÓC-CHỦ XÂY CHẮC CHẮN CHỈ 7.x t.ỷ,https://batdongsan.vn/nha-truong-dinh-40m-x-4-tang-mt-4m-o-to-do-cua-ngo-thong-lo-goc-dan-xay-chac-chan-chi-7x-ty-r120243
120244,Ngay Công viên Phường 11 - Cách 3 căn ra mặt tiền - ngang 4m - BTCT 2 Tầng,Thống Nhất,Gò Vấp,Hồ Chí Minh,36 m²,3 tỷ 450 triệu,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,23/09/2024,Chỉ 3.45 thương lượng,https://batdongsan.vn/ngay-cong-vien-phuong-11-cach-3-can-ra-mat-tien-ngang-4m-btct-2-tang-r120244
120245,"Cơ Hội Vàng: Bán Xưởng Đẹp 2 trước mặt Tỉnh Lộ 824 - Đức Hòa Đông, Long An!",DT824,Đức Hòa,Long An,3782 m²,50 tỷ,Sổ đỏ/ Sổ hồng,,,23/09/2024,"Cơ Hội Vàng: Bán Xưởng Đẹp 2 Mặt Tiền Tỉnh Lộ 824 - Đức Hòa Đông, Long An!",https://batdongsan.vn/co-hoi-vang-ban-xuong-dep-2-truoc-mat-tinh-lo-824-duc-hoa-dong-long-an-r120245
120246,"Cơ hội đầu tư hấp dẫn tại Xưởng Bình Tiền 2, Đức Hòa Hạ, Đức Hòa, Long An!",Bình Tiền 2,Đức Hòa,Long An,2340 m²,26 tỷ,Sổ đỏ/ Sổ hồng,,,23/09/2024,"Cơ hội đầu tư hấp dẫn tại Xưởng Bình Tiền 2, Đức Hòa Hạ, Đức Hòa, Long An!",https://batdongsan.vn/co-hoi-dau-tu-hap-dan-tai-xuong-binh-tien-2-duc-hoa-ha-duc-hoa-long-an-r120246
120247,"Nhà Mặt tiền Võ Văn Tần, Quận 3. Ngang 6m. 4 tầng, thu nhập 80 triệu/th. Giá tốt chỉ 36 tỷ!",Nguyễn Đình Chiểu,Quận 3,Hồ Chí Minh,,36 tỷ,Sổ đỏ/ Sổ hồng,,,23/09/2024,"Chính chủ bán nhà góc 2 mặt tiền Phạm Ngọc Thạch, Phường 6, Quận 3.- Diện tích: 5 x 16m, vuông vức. Kết cấu: Trệt 3 lầu, đang cho thuê 150tr/tháng còn 5 năm.- Vị trí: Nằm trên trục đường chính của Quận, dễ dàng kinh doanh và cho thuê.- Pháp lý SH chính chủ, công chứng ngay.- Giá bán 30 tỷ TL.",https://batdongsan.vn/nha-mat-tien-vo-van-tan-quan-3-ngang-6m-4-tang-thu-nhap-80-trieuth-gia-tot-chi-36-ty-r120247
120249,"Nhà 2 Mặt tiền Lê Hồng Phong ngay Ngã 7, Lý Thái Tổ. Xây 7 Tầng. 4x14m. Giá chỉ 22.5 tỷ!",Trương Định,Quận 3,Hồ Chí Minh,,22 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,,,23/09/2024,"Chính chủ bán nhà góc 2 mặt tiền Phạm Ngọc Thạch, Phường 6, Quận 3.- Diện tích: 5 x 16m, vuông vức. Kết cấu: Trệt 3 lầu, đang cho thuê 150tr/tháng còn 5 năm.- Vị trí: Nằm trên trục đường chính của Quận, dễ dàng kinh doanh và cho thuê.- Pháp lý SH chính chủ, công chứng ngay.- Giá bán 30 tỷ TL.",https://batdongsan.vn/nha-2-mat-tien-le-hong-phong-ngay-nga-7-ly-thai-to-xay-7-tang-4x14m-gia-chi-225-ty-r120249
120248,"Biệt thự Nguyễn Trãi, Q1. Ngang 7m dài 22m. Thiết kế Châu Âu rất đẹp. Giá bán 23,5 tỷ!",Nguyễn Trãi,Quận 1,Hồ Chí Minh,,23 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,,,23/09/2024,"Chính chủ bán nhà góc 2 mặt tiền Phạm Ngọc Thạch, Phường 6, Quận 3.- Diện tích: 5 x 16m, vuông vức. Kết cấu: Trệt 3 lầu, đang cho thuê 150tr/tháng còn 5 năm.- Vị trí: Nằm trên trục đường chính của Quận, dễ dàng kinh doanh và cho thuê.- Pháp lý SH chính chủ, công chứng ngay.- Giá bán 30 tỷ TL.",https://batdongsan.vn/biet-thu-nguyen-trai-q1-ngang-7m-dai-22m-thiet-ke-chau-au-rat-dep-gia-ban-235-ty-r120248
120250,Cơ Hội Đầu Tư Vàng: Sang Nhượng Nhà Xưởng Mặt Tiền TL 830 Chỉ 48 Tỷ!,ấp 4,Bến Lức,Long An,5300 m²,48 tỷ,Sổ đỏ/ Sổ hồng,,,23/09/2024,Cơ Hội Đầu Tư Vàng: Sang Nhượng Nhà Xưởng Mặt Tiền TL 830 Chỉ 48 Tỷ!,https://batdongsan.vn/co-hoi-dau-tu-vang-sang-nhuong-nha-xuong-mat-tien-tl-830-chi-48-ty-r120250
120251,🌟 khả năng VÀNG dự án KHO XƯỞNG TẠI CỦ CHI! 🌟,TL8,Củ Chi,Hồ Chí Minh,3450 m²,45 tỷ,Sổ đỏ/ Sổ hồng,,,23/09/2024,🌟 CƠ HỘI VÀNG ĐẦU TƯ TẠI CỦ CHI! 🌟,https://batdongsan.vn/kha-nang-vang-du-an-kho-xuong-tai-cu-chi-r120251
120253,NHÀ PHƯỜNG 2 - QUẬN 10 - XE HƠI ĐỖ CỔNG  - HẺM THÔNG - VỪA Ở VỪA KINH DOANH CHỈ 4.6 TỶ,Lê Hồng Phong,Quận 10,Hồ Chí Minh,28 m²,4 tỷ 600 triệu,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,23/09/2024,Mô tả:,https://batdongsan.vn/nha-phuong-2-quan-10-xe-hoi-do-cong-hem-thong-vua-o-vua-kinh-doanh-chi-46-ty-r120253
120255,"Cần bán gấp nhà GÁC LỮNG thuộc phường Long Tâm TPBR , cách bệnh viện Bà Rịa 800m",Thích thiện chiếu,Bà Rịa,Bà Rịa Vũng Tàu,104 m²,3 tỷ 200 triệu,Sổ đỏ/ Sổ hồng,,,23/09/2024,Cần bán gấp nhà GÁC LỮNG thuộc phường Long Tâm - TP Bà Rịa,https://batdongsan.vn/can-ban-gap-nha-gac-lung-thuoc-phuong-long-tam-tpbr-cach-benh-vien-ba-ria-800m-r120255
120256,NHÀ  QUẬN 10 - XE HƠI ĐỖ CỔNG - CÁCH MẶT TIỀN 2 CĂN- HẺM THÔNG -  CHỈ 4.6 TỶ,Lê Hồng Phong,Quận 10,Hồ Chí Minh,28 m²,4 tỷ 600 triệu,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,23/09/2024,Mô tả:,https://batdongsan.vn/nha-quan-10-xe-hoi-do-cong-cach-mat-tien-2-can-hem-thong-chi-46-ty-r120256
120258,"NHÀ PHỐ MỚI XÂY DỰNG, SIÊU ĐẸP ĐƯỜNG LÒ LU, P. TRƯỜNG THẠNH, Q9 - 5 TỶ",Lò Lu,Quận 9,Hồ Chí Minh,60 m²,5 tỷ,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,23/09/2024,"NHÀ PHỐ MỚI XÂY DỰNG, SIÊU ĐẸP ĐƯỜNG LÒ LU, P. TRƯỜNG THẠNH, Q9",https://batdongsan.vn/nha-pho-moi-xay-dung-sieu-dep-duong-lo-lu-p-truong-thanh-q9-5-ty-r120258
120259,"HÀNG HIẾM ĐÊ LA THÀNH - NGÕ RỘNG THÔNG CÁC NGÕ - CHỦ THIỆN TRÍ BÁN - 36M2 - 5,75 TỶ",Đê La Thành,Đống Đa,Hà Nội,36 m²,5 tỷ 750 triệu,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,23/09/2024,"HÀNG HIẾM ĐÊ LA THÀNH - NGÕ RỘNG THÔNG CÁC NGÕ - VỊ TRÍ THUẬN LỢI - CHỦ THIỆN TRÍ BÁN - 36M2 - 5,75 TỶ",https://batdongsan.vn/hang-hiem-de-la-thanh-ngo-rong-thong-cac-ngo-chu-thien-tri-ban-36m2-575-ty-r120259
120260,Bán Nhà Nguyễn Thái Sơn Phường 5 Quận Gò Vấp.,Nguyễn Thái Sơn,Gò Vấp,Hồ Chí Minh,52 m²,6 tỷ 350 triệu,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,23/09/2024,Bán Nhà Nguyễn Thái Sơn Phường 5 Quận Gò Vấp.,https://batdongsan.vn/ban-nha-nguyen-thai-son-phuong-5-quan-go-vap-r120260
120261,Bán Nhà Hai Bà Trưng Phường Tân Định Quận 1.,Hai Bà Trưng,Quận 1,Hồ Chí Minh,40 m²,8 tỷ 100 triệu,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,23/09/2024,Bán Nhà Hai Bà Trưng Phường Tân Định Quận 1.,https://batdongsan.vn/ban-nha-hai-ba-trung-phuong-tan-dinh-quan-1-r120261
120262,YÊN HÒA - CẦU GIẤY TRUNG TÂM QUẬN - LÔ GÓC - NGÕ 3M 32M2 5.95 TỶ,Yên Hòa,Cầu Giấy,Hà Nội,32 m²,5 tỷ 950 triệu,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,23/09/2024,BÁN NHÀ YÊN HÒA TRUNG TÂM QUẬN CẦU GIẤY - LÔ GÓC - NGÕ 3m 32M2 MẶT TIỀN 3M,https://batdongsan.vn/yen-hoa-cau-giay-trung-tam-quan-lo-goc-ngo-3m-32m2-595-ty-r120262
120263,CỰC HIẾM HOA BẰNG  - YÊN HÒA - CẦU GIẤY KHU PHÂN LÔ GẦN Ô TÔ 50M2 7.45 TỶ,Hoa Bằng,Cầu Giấy,Hà Nội,50 m²,7 tỷ 450 triệu,Sổ đỏ/ Sổ hồng,4 phòng,5 phòng,23/09/2024,"BÁN NHÀ HOA BẰNG - PHƯỜNG YÊN HÒA - QUẬN CẦU GIẤY NẰM TRONG KHU PHÂN LÔ, GẦN Ô TÔ",https://batdongsan.vn/cuc-hiem-hoa-bang-yen-hoa-cau-giay-khu-phan-lo-gan-o-to-50m2-745-ty-r120263
120264,"Bán nhà đường Cách Mạng Tháng 8, P10, Q3, 122m2, 2 tầng, ngang 6m, nở hậu, giá rẻ",Cách Mạng Tháng Tám,Quận 3,Hồ Chí Minh,122 m²,12 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,10 phòng,6 phòng,23/09/2024,12.5 TỶ - CMT8 - QUẬN 3 - 50M RA MẶT TIỀN - DT: 122M2 CN ĐỦ - NGANG 6M NỞ HẬU 10M - CHỈ 100TR/M2.,https://batdongsan.vn/ban-nha-duong-cach-mang-thang-8-p10-q3-122m2-2-tang-ngang-6m-no-hau-gia-re-r120264
120265,MỚI !!!!  HẺM XE Hơi - 30 m2 - 3 TẦNG HOÀN CÔNG ĐỦ - NHÀ ĐẸP VÀO Ở NGAY Phường 15 Quận 10 - CHỈ,cách mạng tháng tám,Quận 10,Hồ Chí Minh,30 m²,3 tỷ 900 triệu,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,23/09/2024,"HẺM XE Hơi - 30 m2 - 3 TẦNG HOÀN CÔNG ĐỦ - NHÀ ĐẸP VÀO Ở NGAY Phường 15 Quận 10 - CHỈ 3.x TỶ.,",https://batdongsan.vn/moi-hem-xe-hoi-30-m2-3-tang-hoan-cong-du-nha-dep-vao-o-ngay-phuong-15-quan-10-chi-r120265
120266,"Nhà 3 tầng ,hẻm xe tải gần Ung Văn Khiêm ,P.25, Bình Thạnh chỉ 10ty5",Nguyễn Văn Thương,Bình Thạnh,Hồ Chí Minh,60 m²,10 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,24/09/2024,"🌹🌹🌹SIÊU PHẨM KHU PHÂN LÔ- Nguyễn Văn Thương P25 Q.Bình Thạnh4A.51 Nguyễn Văn Thương 44 3 4 15 10,5tỷ, phường 25, Quận Binh Thạnh. HĐ trên 9 tỷ. DC Đức Long 0974223156. HH 3%, nguồn Dc Đức Long - Phòng Hồng PhúcMô tả:,,🌹Diện tích: ngang 4m, dài 15m🌹Kết cấu: 1 trệt 2 Lầu . Gồm 4PN 4wc, phòng khách, phòng bếp.,- Khu Phân Lô Đẹp- Hẻm xe hơi 5m 2 xe hơi tránh nhau",https://batdongsan.vn/nha-3-tang-hem-xe-tai-gan-ung-van-khiem-p25-binh-thanh-chi-10ty5-r120266
120268,"Ngõ 97,Khương Trung- nhà mới, 40m2, 5 tầng, Oto đỗ của, Nhỉnh 7 tỉ, LH 0904690958",Khương Trung,Thanh Xuân,Hà Nội,40 m²,7 tỷ 050 triệu,Sổ đỏ/ Sổ hồng,3 phòng,4 phòng,24/09/2024,"Ngõ 97,Khương Trung- nhà mới, 40m2, 5 tầng, Oto đỗ của, LH 0904690958+ Nhà mặt ngõ nông rộng, ô tô đỗ cửa, ngõ 97 Khương Trung thông Tô Vĩnh Diện, Hoàng Văn Thái xung quanh tiện ích rất nhiều.",https://batdongsan.vn/ngo-97khuong-trung-nha-moi-40m2-5-tang-oto-do-cua-nhinh-7-ti-lh-0904690958-r120268
120269,"Ngõ 236, Đại Từ, HM-Nhà mới 41m2, 4 tầng,Ôtô đỗ của, Nhỉnh 6 tỉ, LH 0904690958",Đại Từ,Hoàng Mai,Hà Nội,41 m²,6 tỷ 050 triệu,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,24/09/2024,"Ngõ 236, Đại Từ, HM-Nhà mới 41m2, 4 tầng,Ôtô đỗ của, LH  E Thế Anh 0904690958",https://batdongsan.vn/ngo-236-dai-tu-hm-nha-moi-41m2-4-tangoto-do-cua-nhinh-6-ti-lh-0904690958-r120269
120271,"Bán nhà Lê Văn Việt ,Hiệp Phú , HXH ,2 tầng , 51m2,4.2x12m",Lê Văn Việt,Quận 9,Hồ Chí Minh,51 m²,5 tỷ 100 triệu,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,24/09/2024,"Bán nhà Lê Văn Việt ,Hiệp Phú , HXH ,2 tầng , 51m2,4.2x12m",https://batdongsan.vn/ban-nha-le-van-viet-hiep-phu-hxh-2-tang-51m242x12m-r120271
